id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2273933,9/15/2022,city scrape,441439,3/14/2011,"Nashville, TN",f,4,4,t,t,"Nashville, Tennessee, United States",District 24,,36.14058,-86.82551,Entire home,Entire home/apt,6,,3 baths,3,3,$550.00 ,3,1125,3,3,1125,1125,3,1125,,t,6,6,6,6,9/15/2022,8,1,0,7/27/2014,1/14/2022,5,4.86,4.86,5,4.86,5,4.86,,f,4,3,1,0,0.08
2316288,9/15/2022,city scrape,7428690,7/11/2013,"Nashville, TN",t,3,4,t,t,"Nashville, Tennessee, United States",District 6,,36.18719,-86.74243,Entire home,Entire home/apt,10,,3 baths,3,5,$244.00 ,2,365,2,3,365,365,2.9,365,,t,14,39,69,344,9/15/2022,300,35,4,7/13/2015,9/11/2022,4.93,4.94,4.95,4.98,4.96,4.92,4.85,,f,3,3,0,0,3.43
2372334,9/15/2022,city scrape,1567001,1/4/2012,"Nashville, TN",t,10,21,t,t,,District 6,,36.17833,-86.74426,Private room in home,Private room,2,,1 private bath,1,1,$70.00 ,30,180,30,30,180,180,30,180,,t,0,0,0,137,9/15/2022,49,0,0,3/21/2014,1/2/2021,4.96,4.94,4.92,5,4.98,4.94,4.88,,f,4,2,2,0,0.47
2396505,9/15/2022,city scrape,12098481,2/9/2014,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 18,,36.13549,-86.81257,Entire home,Entire home/apt,8,,3 baths,4,4,$706.00 ,3,1125,3,3,1125,1125,3,1125,,t,4,5,8,269,9/15/2022,75,9,0,4/22/2014,8/15/2022,4.99,5,5,4.98,5,4.96,4.76,,f,1,1,0,0,0.73
2473234,9/15/2022,city scrape,12649085,2/27/2014,"Nashville, TN",t,1,1,t,f,"Nashville, Tennessee, United States",District 6,,36.18218,-86.726,Private room in guest suite,Private room,2,,1 private bath,1,1,$56.00 ,4,356,4,4,356,356,4,356,,t,1,14,32,290,9/15/2022,128,14,3,3/25/2014,9/7/2022,4.97,4.98,4.98,4.99,5,4.9,4.95,,f,1,0,1,0,1.24
2479230,9/15/2022,city scrape,2800334,7/1/2012,"Tennessee, United States",t,2,3,t,t,"Nashville, Tennessee, United States",District 19,,36.14454,-86.79452,Entire rental unit,Entire home/apt,4,,1 bath,2,2,$95.00 ,30,180,30,30,180,180,30,180,,t,9,37,37,265,9/15/2022,93,1,0,6/10/2014,8/13/2022,4.96,4.98,4.92,4.98,4.97,4.88,4.88,,f,2,2,0,0,0.92
2521338,9/15/2022,city scrape,812128,7/12/2011,,f,19,26,t,t,"Nashville, Tennessee, United States",District 12,,36.1887,-86.59036,Private room in home,Private room,1,,1 bath,1,1,$30.00 ,31,365,31,31,365,365,31,365,,t,30,60,90,180,9/15/2022,3,0,0,6/9/2015,8/10/2016,4.67,4.33,3.67,5,5,5,4,,f,10,1,9,0,0.03
2577619,9/15/2022,city scrape,2275056,5/2/2012,"Nashville, TN",f,8,9,t,t,"Nashville, Tennessee, United States",District 18,,36.140717,-86.815483,Entire home,Entire home/apt,12,,3 baths,5,6,$649.00 ,2,1125,1,3,1125,1125,1.9,1125,,t,8,19,35,297,9/15/2022,137,30,3,8/4/2014,9/5/2022,4.75,4.66,4.69,4.88,4.89,4.87,4.65,,t,6,6,0,0,1.39
2581896,9/15/2022,city scrape,13221453,3/17/2014,"Nashville, TN",t,5,5,t,f,"Nashville, Tennessee, United States",District 6,,36.17061,-86.74256,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$137.00 ,2,365,2,2,365,365,2,365,,t,6,25,55,145,9/15/2022,255,34,3,4/7/2014,9/11/2022,4.94,4.97,4.96,4.97,4.98,4.92,4.91,,f,5,5,0,0,2.48
2590492,9/15/2022,city scrape,13262394,3/18/2014,"Oak View, CA",t,2,2,t,t,"Nashville, Tennessee, United States",District 15,,36.2422,-86.70531,Entire home,Entire home/apt,6,,2 baths,3,3,$300.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,9/15/2022,21,0,0,4/15/2014,7/30/2018,4.71,4.76,4.71,5,4.86,4.9,4.71,,f,1,1,0,0,0.2
2666769,9/15/2022,city scrape,9551442,10/21/2013,"Nashville, TN",t,6,8,t,t,"Nashville, Tennessee, United States",District 21,,36.14705,-86.81845,Entire bungalow,Entire home/apt,4,,1 bath,1,2,$249.00 ,1,1125,1,3,1125,1125,2.9,1125,,t,0,0,2,277,9/15/2022,654,67,0,9/2/2014,7/26/2022,4.96,4.97,4.99,4.98,4.98,4.95,4.92,,t,6,6,0,0,6.68
2694882,9/15/2022,city scrape,13221453,3/17/2014,"Nashville, TN",t,5,5,t,f,"Nashville, Tennessee, United States",District 6,,36.17029,-86.74104,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$167.00 ,2,1125,1,2,1125,1125,1.6,1125,,t,13,29,59,80,9/15/2022,252,26,5,4/7/2014,9/10/2022,4.96,4.95,4.95,4.98,5,4.89,4.89,,f,5,5,0,0,2.45
2699594,9/15/2022,city scrape,1099118,9/1/2011,"Nashville, TN",t,1,3,t,t,"Nashville, Tennessee, United States",District 19,,36.16223,-86.77752,Entire condo,Entire home/apt,4,,1.5 baths,1,2,$350.00 ,2,365,2,3,365,365,2.9,365,,t,13,32,62,333,9/15/2022,193,29,3,8/25/2014,9/5/2022,4.92,4.91,4.81,4.93,4.95,4.99,4.81,,f,1,1,0,0,1.97
2710049,9/15/2022,city scrape,22296,6/19/2009,"Nashville, TN",t,21,24,t,t,"Nashville, Tennessee, United States",District 12,,36.16162,-86.5911,Private room in home,Private room,1,,1 shared bath,1,1,$36.00 ,30,365,30,30,365,365,30,365,,t,0,22,52,327,9/15/2022,10,1,0,4/22/2014,8/6/2022,5,5,4.9,5,5,5,5,,f,8,0,7,1,0.1
2726453,9/15/2022,city scrape,2275056,5/2/2012,"Nashville, TN",f,8,9,t,t,"Nashville, Tennessee, United States",District 18,,36.14077,-86.81479,Entire home,Entire home/apt,6,,2 baths,2,3,$149.00 ,2,1125,2,3,1125,1125,2.3,1125,,t,8,19,35,94,9/15/2022,200,31,1,6/2/2014,8/23/2022,4.75,4.77,4.77,4.89,4.82,4.91,4.79,,t,6,6,0,0,1.98
2743820,9/15/2022,city scrape,5443095,3/13/2013,"New York, NY",t,4,5,t,t,"Nashville, Tennessee, United States",District 7,,36.21783,-86.71522,Entire home,Entire home/apt,4,,1 bath,2,2,$110.00 ,30,180,30,30,180,180,30,180,,t,0,0,0,252,9/15/2022,92,7,1,5/20/2014,8/31/2022,4.75,4.81,4.83,4.91,4.92,4.71,4.79,,f,1,1,0,0,0.91
2811765,9/16/2022,previous scrape,5461408,3/14/2013,"Asheville, NC",f,1,1,t,t,,District 17,,36.13434,-86.77735,Entire bungalow,Entire home/apt,4,,2.5 baths,2,3,$100.00 ,30,60,30,30,60,60,30,60,,t,0,0,0,0,9/16/2022,5,0,0,9/25/2014,1/1/2018,5,5,4.8,5,5,4.5,4.75,,f,1,1,0,0,0.05
2824336,9/16/2022,city scrape,14448697,4/18/2014,"Nashville, TN",t,5,8,t,t,"Nashville, Tennessee, United States",District 19,,36.14909,-86.78868,Entire home,Entire home/apt,12,,2 baths,4,11,$607.00 ,2,1125,2,4,1125,1125,2.3,1125,,t,16,41,71,344,9/16/2022,173,29,2,6/23/2014,8/29/2022,4.87,4.84,4.88,4.94,4.88,4.89,4.72,,f,5,5,0,0,1.73
2871526,9/16/2022,previous scrape,2915436,7/12/2012,"San Francisco, CA",f,1,2,t,t,"Nashville, Tennessee, United States",District 17,,36.12834,-86.7861,Entire home,Entire home/apt,4,,2 baths,2,2,$277.00 ,5,1125,5,5,1125,1125,5,1125,,t,0,0,0,0,9/16/2022,33,0,0,9/7/2015,6/27/2021,5,5,4.91,5,5,5,4.79,,f,1,1,0,0,0.39
2874811,9/16/2022,previous scrape,3751912,10/3/2012,"Nashville, TN",t,3,3,t,t,"Nashville, Tennessee, United States",District 6,,36.16662,-86.7486,Entire bungalow,Entire home/apt,4,,1 bath,2,2,$80.00 ,30,375,30,30,375,375,30,375,,t,0,0,0,4,9/16/2022,159,3,0,6/10/2014,3/5/2022,4.96,4.94,4.91,4.98,4.98,4.8,4.9,,f,2,2,0,0,1.58
2906844,9/15/2022,city scrape,6117864,4/27/2013,"Nashville, TN",t,1,1,t,f,"Nashville, Tennessee, United States",District 6,,36.17718,-86.74109,Entire guesthouse,Entire home/apt,2,,1 bath,,2,$109.00 ,2,45,2,2,1125,1125,2,1125,,t,4,11,37,132,9/15/2022,493,64,4,5/21/2014,9/9/2022,4.91,4.97,4.95,4.95,4.95,4.88,4.89,,f,1,1,0,0,4.87
2908364,9/15/2022,city scrape,14858294,4/28/2014,"Nashville, TN",f,1,1,t,t,,District 15,,36.22014,-86.70626,Entire home,Entire home/apt,12,,3 baths,4,8,$694.00 ,3,1125,3,3,1125,1125,3,1125,,t,14,36,63,275,9/15/2022,31,4,0,7/14/2014,7/17/2022,4.9,4.9,4.84,5,4.97,4.87,4.9,,f,1,1,0,0,0.31
2931998,9/15/2022,city scrape,5151272,2/19/2013,"Nashville, TN",f,1,2,t,f,"Nashville, Tennessee, United States",District 6,,36.17477,-86.73981,Entire bungalow,Entire home/apt,2,,1 bath,1,1,$195.00 ,3,1125,3,3,1125,1125,3,1125,,t,0,0,0,0,9/15/2022,95,4,0,1/4/2015,12/31/2021,4.96,4.96,5,4.99,4.96,4.94,4.93,,t,1,1,0,0,1.01
2950152,9/15/2022,city scrape,15060012,5/3/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.14225,-86.79286,Entire home,Entire home/apt,9,,1.5 baths,3,4,$212.00 ,1,365,1,1,1125,1125,1,1125,,t,2,11,27,264,9/15/2022,697,116,11,10/16/2014,9/13/2022,4.8,4.94,4.65,4.96,4.96,4.96,4.84,,t,1,1,0,0,7.23
3005865,9/16/2022,previous scrape,15318271,5/9/2014,"Nashville, TN",f,1,3,t,t,"Nashville, Tennessee, United States",District 34,,36.05341,-86.84215,Private room in guest suite,Private room,1,,1 private bath,1,1,$150.00 ,30,90,30,30,90,90,30,90,,t,0,0,0,0,9/16/2022,23,0,0,6/10/2014,11/12/2018,4.78,5,4.86,5,5,4.95,4.77,,f,1,0,1,0,0.23
3021231,9/15/2022,city scrape,15395208,5/11/2014,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 17,,36.12133,-86.78245,Entire home,Entire home/apt,12,,3 baths,4,5,$373.00 ,3,365,2,3,365,365,2.4,365,,t,12,31,58,270,9/15/2022,233,37,3,6/30/2014,9/11/2022,4.93,4.92,4.8,4.99,4.97,4.95,4.9,,t,1,1,0,0,2.33
3043332,9/15/2022,city scrape,293488,11/20/2010,"Nashville, TN",t,3,4,t,t,"Nashville, Tennessee, United States",District 15,,36.16429,-86.68384,Entire guest suite,Entire home/apt,3,,1 bath,1,1,$76.00 ,2,70,2,2,1125,1125,2,1125,,t,13,28,58,148,9/15/2022,354,51,3,10/28/2014,8/29/2022,4.78,4.82,4.77,4.94,4.92,4.81,4.8,,t,3,3,0,0,3.69
3052313,9/15/2022,city scrape,15539580,5/14/2014,"Nashville, TN",f,4,4,t,f,"Nashville, Tennessee, United States",District 18,,36.12228,-86.80152,Entire home,Entire home/apt,9,,3.5 baths,4,5,$312.00 ,3,1125,3,3,1125,1125,3,1125,,t,0,0,0,73,9/15/2022,18,8,0,10/2/2014,7/14/2022,5,5,5,5,5,4.94,4.88,,f,1,1,0,0,0.19
3056884,9/15/2022,city scrape,13960682,4/6/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 25,,36.11481,-86.78929,Entire guesthouse,Entire home/apt,4,,1 bath,1,2,$325.00 ,2,180,2,2,1125,1125,2,1125,,t,26,56,77,333,9/15/2022,10,3,1,8/26/2018,8/21/2022,5,5,5,5,5,5,4.9,,t,1,1,0,0,0.2
3107569,9/15/2022,city scrape,15494980,5/13/2014,"Nashville, TN",t,5,26,t,t,"Nashville, Tennessee, United States",District 5,,36.19976,-86.76057,Entire home,Entire home/apt,12,,3 baths,4,9,$686.00 ,2,20,2,2,1125,1125,2,1125,,t,27,57,87,362,9/15/2022,127,8,0,9/14/2014,6/27/2022,4.78,4.75,4.48,4.87,4.9,4.52,4.66,,t,3,3,0,0,1.3
3116713,9/15/2022,city scrape,812128,7/12/2011,,f,19,26,t,t,"Nashville, Tennessee, United States",District 12,,36.18737,-86.59015,Private room in home,Private room,5,,1 shared bath,1,1,$34.00 ,31,1125,31,31,1125,1125,31,1125,,t,30,60,90,180,9/15/2022,9,0,0,8/14/2015,4/24/2021,4.67,4.56,4.56,4.89,4.89,4.78,4.67,,f,10,1,9,0,0.1
3121821,9/15/2022,city scrape,14083317,4/9/2014,"Nashville, TN",t,2,4,t,f,"Nashville, Tennessee, United States",District 6,,36.18774,-86.74115,Entire loft,Entire home/apt,2,,1 bath,,1,$107.00 ,1,1125,1,1,1125,1125,1,1125,,t,7,13,34,249,9/15/2022,967,152,8,6/3/2014,9/5/2022,4.94,4.97,4.95,4.98,4.96,4.87,4.9,,t,2,2,0,0,9.58
3123909,9/15/2022,city scrape,7961115,8/5/2013,"Nashville, TN",t,2,3,t,t,"Nashville, Tennessee, United States",District 19,,36.18161,-86.79086,Entire home,Entire home/apt,10,,2.5 baths,4,4,$425.00 ,2,1125,1,2,1125,1125,2,1125,,t,10,29,59,331,9/15/2022,136,19,1,6/30/2014,9/5/2022,4.88,4.93,4.87,4.93,4.94,4.82,4.7,,t,2,1,1,0,1.36
3158038,9/15/2022,city scrape,5611748,3/24/2013,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.1348,-86.78514,Entire home,Entire home/apt,6,,3 baths,3,3,$525.00 ,2,7,1,2,7,7,2,7,,t,5,8,11,11,9/15/2022,36,13,0,7/22/2014,8/14/2022,4.92,4.86,5,5,4.92,4.94,4.81,,f,1,1,0,0,0.36
3275310,9/16/2022,previous scrape,6233192,5/5/2013,"Nashville, TN",f,2,3,t,t,"Nashville, Tennessee, United States",District 6,,36.17942,-86.7308,Entire home,Entire home/apt,10,,2 baths,4,5,$224.00 ,3,1125,1,3,1125,1125,1.9,1125,,t,0,0,0,0,9/16/2022,64,0,0,8/19/2014,3/8/2020,4.95,4.94,4.96,5,5,4.85,4.91,,f,2,2,0,0,0.65
3288576,9/15/2022,city scrape,2275056,5/2/2012,"Nashville, TN",f,8,9,t,t,"Nashville, Tennessee, United States",District 18,,36.12465,-86.7947,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,$179.00 ,1,1125,1,3,1125,1125,1.6,1125,,t,8,17,17,17,9/15/2022,157,27,3,8/7/2016,9/5/2022,4.77,4.86,4.74,4.88,4.78,4.96,4.72,,t,6,6,0,0,2.11
3379848,9/15/2022,city scrape,17050462,6/20/2014,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 16,,36.12451,-86.71123,Entire guest suite,Entire home/apt,3,,1 bath,1,2,$142.00 ,2,7,2,2,7,7,2,7,,t,13,31,61,321,9/15/2022,133,26,2,8/22/2017,9/5/2022,4.97,4.96,4.97,5,5,4.95,4.95,,t,1,1,0,0,2.16
3398939,9/15/2022,city scrape,17145199,6/23/2014,"Nashville, TN",t,16,19,t,t,"Nashville, Tennessee, United States",District 19,,36.17413,-86.7822,Entire condo,Entire home/apt,6,,1 bath,1,5,$97.00 ,1,1125,1,3,1125,1125,1.5,1125,,t,1,14,38,211,9/15/2022,395,100,9,7/8/2014,9/12/2022,4.79,4.78,4.73,4.96,4.94,4.7,4.77,,t,6,6,0,0,3.96
3464176,9/15/2022,city scrape,17453866,6/30/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 5,,36.17866,-86.76967,Entire home,Entire home/apt,8,,2.5 baths,3,3,$475.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,8,21,258,9/15/2022,64,14,2,7/14/2014,9/5/2022,4.97,4.97,4.85,4.97,4.98,4.45,4.82,,f,1,1,0,0,0.64
3578360,9/15/2022,city scrape,11006332,1/4/2014,"Nashville, TN",f,1,7,t,t,"Nashville, Tennessee, United States",District 6,,36.16369,-86.74046,Entire home,Entire home/apt,4,,2 baths,2,2,$200.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,137,9/15/2022,101,2,0,7/22/2014,11/11/2021,4.73,4.84,4.62,4.91,4.94,4.88,4.77,,f,1,1,0,0,1.02
3595967,9/15/2022,city scrape,14103090,4/9/2014,"Nashville, TN",t,2,3,t,t,"Nashville, Tennessee, United States",District 17,,36.13955,-86.76488,Entire home,Entire home/apt,7,,2.5 baths,3,3,$785.00 ,4,7,1,4,7,7,3.6,7,,t,0,0,0,72,9/15/2022,89,22,1,8/18/2014,8/21/2022,4.96,4.97,4.96,4.99,4.97,4.76,4.89,,f,1,1,0,0,0.9
3648549,9/15/2022,city scrape,931636,8/6/2011,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 25,,36.10373,-86.79625,Entire rental unit,Entire home/apt,4,,1 bath,1,3,$143.00 ,2,34,1,2,1125,1125,1.7,1125,,t,0,12,39,39,9/15/2022,134,21,3,10/23/2016,8/29/2022,4.93,4.95,4.93,4.97,4.97,4.94,4.93,,t,1,1,0,0,1.87
3686152,9/15/2022,city scrape,15586733,5/16/2014,"Nashville, TN",t,17,19,t,t,"Nashville, Tennessee, United States",District 17,,36.1269,-86.78371,Entire home,Entire home/apt,10,,3 baths,3,5,$464.00 ,2,13,2,4,13,13,2.9,13,,t,13,29,56,318,9/15/2022,232,25,1,8/26/2014,8/22/2022,4.93,4.92,4.85,4.99,4.98,4.97,4.87,,f,17,17,0,0,2.36
3694888,9/16/2022,city scrape,18816131,7/24/2014,"Nashville, TN",f,1,3,t,t,"Nashville, Tennessee, United States",District 19,,36.15053,-86.78961,Entire rental unit,Entire home/apt,6,,1 bath,1,4,$174.00 ,1,1125,1,1,1125,1125,1,1125,,t,19,45,75,254,9/16/2022,522,33,2,1/18/2015,8/28/2022,4.78,4.84,4.77,4.86,4.82,4.83,4.72,,t,1,1,0,0,5.59
3696753,9/15/2022,city scrape,18830581,7/24/2014,"Nashville, TN",t,2,2,t,f,"Nashville, Tennessee, United States",District 6,,36.17069,-86.75593,Entire condo,Entire home/apt,6,,2 baths,2,3,$251.00 ,3,1125,3,4,1125,1125,3,1125,,t,4,11,31,121,9/15/2022,329,41,2,7/27/2014,9/5/2022,4.96,4.98,4.95,4.99,4.98,4.92,4.89,,f,2,2,0,0,3.32
3703925,9/15/2022,city scrape,441439,3/14/2011,"Nashville, TN",f,4,4,t,t,"Nashville, Tennessee, United States",District 24,,36.14127,-86.82559,Entire guesthouse,Entire home/apt,3,,1 bath,1,,$120.00 ,1,1125,1,1,1125,1125,1,1125,,t,6,21,46,131,9/15/2022,612,69,0,8/20/2014,8/13/2022,4.76,4.85,4.65,4.93,4.9,4.91,4.73,,t,4,3,1,0,6.23
3704256,9/16/2022,previous scrape,3568608,9/14/2012,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 6,,36.18188,-86.72623,Entire home,Entire home/apt,4,,1 bath,2,2,$60.00 ,2,60,2,2,1125,1125,2,1125,,t,0,0,0,0,9/16/2022,113,0,0,2/19/2017,2/10/2020,4.91,4.95,4.88,4.96,4.98,4.91,4.87,,f,2,2,0,0,1.67
3710914,9/16/2022,city scrape,10259524,11/25/2013,"Nashville, TN",t,5,5,t,t,"Nashville, Tennessee, United States",District 5,,36.18081,-86.77149,Entire home,Entire home/apt,6,,2 baths,2,3,$199.00 ,1,180,1,2,1125,1125,1.3,1125,,t,1,1,1,1,9/16/2022,642,115,4,8/4/2014,9/11/2022,4.88,4.97,4.88,4.99,4.99,4.54,4.91,,t,4,4,0,0,6.49
3742359,9/15/2022,city scrape,13976860,4/6/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.16937,-86.73648,Entire home,Entire home/apt,2,,1 bath,1,1,$159.00 ,3,1125,3,3,1125,1125,3,1125,,t,11,28,52,327,9/15/2022,318,24,3,8/4/2014,9/12/2022,4.92,4.97,4.93,4.92,4.93,4.88,4.88,,f,1,1,0,0,3.22
3760928,9/15/2022,city scrape,19112532,7/29/2014,"Nashville, TN",f,1,3,t,t,"Nashville, Tennessee, United States",District 6,,36.19123,-86.74158,Private room in home,Private room,2,,1 private bath,1,1,$119.00 ,2,1125,1,2,1125,1125,2,1125,,t,5,13,13,114,9/15/2022,319,15,4,8/30/2014,9/11/2022,4.95,4.97,4.94,5,4.99,4.91,4.95,,f,1,0,1,0,3.26
3789558,9/15/2022,city scrape,19451333,8/4/2014,"Nashville, TN",f,4,5,t,t,"Nashville, Tennessee, United States",District 23,,36.13111,-86.8813,Entire rental unit,Entire home/apt,6,,1 bath,3,3,$225.00 ,3,1125,3,3,1125,1125,3,1125,,t,17,47,77,77,9/15/2022,50,6,0,8/21/2014,8/9/2022,4.73,4.69,4.79,4.81,4.69,4.77,4.71,,t,4,4,0,0,0.51
3793659,9/15/2022,city scrape,9633722,10/25/2013,"Nashville, TN",t,3,3,t,t,"Nashville, Tennessee, United States",District 19,,36.17136,-86.79406,Entire home,Entire home/apt,10,,2 baths,4,5,$388.00 ,2,1125,2,4,1125,1125,3,1125,,t,13,29,55,319,9/15/2022,208,32,2,6/2/2015,8/27/2022,4.97,4.99,4.95,4.99,4.99,4.86,4.88,,t,2,2,0,0,2.34
3811909,9/15/2022,city scrape,11543228,1/22/2014,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.18235,-86.72676,Entire home,Entire home/apt,2,,1 bath,1,1,$119.00 ,2,8,2,2,1125,1125,2,1125,,t,6,16,42,42,9/15/2022,340,42,3,8/24/2014,9/11/2022,4.95,4.95,4.96,4.99,4.99,4.87,4.91,,f,1,1,0,0,3.46
3867817,9/15/2022,city scrape,19969236,8/13/2014,"Nashville, TN",f,1,1,t,t,,District 24,,36.1221,-86.8422,Entire townhouse,Entire home/apt,5,,1.5 baths,2,2,$263.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,9/15/2022,8,0,0,11/3/2014,10/31/2019,4.88,5,5,4.88,4.88,4.75,4.25,,f,1,1,0,0,0.08
3895594,9/16/2022,previous scrape,20164535,8/17/2014,"Nashville, TN",f,1,2,t,f,"Nashville, Tennessee, United States",District 30,,36.07588,-86.71173,Entire home,Entire home/apt,4,,2 baths,2,2,$105.00 ,30,60,30,30,60,60,30,60,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
3905148,9/15/2022,city scrape,19204818,7/31/2014,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.17377,-86.74145,Private room in home,Private room,2,,1 private bath,1,1,$118.00 ,1,1125,1,1,1125,1125,1,1125,,t,11,24,51,320,9/15/2022,516,97,6,9/2/2014,9/12/2022,4.98,4.98,4.99,4.99,4.99,4.94,4.9,,t,1,0,1,0,5.27
3907104,9/15/2022,city scrape,593556,5/16/2011,"Nashville, TN",f,11,15,t,t,"Nashville, Tennessee, United States",District 6,,36.175255,-86.75061,Entire home,Entire home/apt,4,,1 bath,1,2,$179.00 ,1,365,1,5,365,365,3.1,365,,t,9,23,47,315,9/15/2022,157,44,1,9/9/2014,8/22/2022,4.92,4.94,4.83,4.98,4.95,4.97,4.88,,t,11,11,0,0,1.61
3952633,9/15/2022,city scrape,7096686,6/24/2013,"Nashville, TN",t,2,2,t,t,"Nashville, Tennessee, United States",District 17,,36.12385,-86.77719,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$106.00 ,27,1125,27,27,1125,1125,27,1125,,t,0,0,17,292,9/15/2022,25,1,0,9/11/2014,12/19/2021,4.96,4.92,4.92,5,5,4.8,4.92,,f,2,2,0,0,0.26
4033107,9/16/2022,previous scrape,9081613,9/27/2013,"Nashville, TN",f,1,2,t,t,"Nashville, Tennessee, United States",District 19,,36.16185,-86.78039,Private room in rental unit,Private room,2,,1 shared bath,1,1,$132.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/16/2022,85,0,0,9/21/2014,9/13/2016,4.75,4.74,4.68,4.91,4.88,4.94,4.67,,f,1,0,1,0,0.87
4033674,9/15/2022,city scrape,14657565,4/23/2014,"Nashville, TN",f,5,5,t,t,"Nashville, Tennessee, United States",District 17,,36.12644,-86.77843,Entire rental unit,Entire home/apt,3,,1 bath,,1,$86.00 ,1,1125,1,1,1125,1125,1,1125,,t,1,5,16,213,9/15/2022,807,104,10,11/1/2014,9/11/2022,4.62,4.74,4.68,4.93,4.92,4.71,4.69,,t,5,5,0,0,8.42
4047679,9/15/2022,city scrape,2800334,7/1/2012,"Tennessee, United States",t,2,3,t,t,"Nashville, Tennessee, United States",District 17,,36.14275,-86.79487,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$80.00 ,30,365,30,30,365,365,30,365,,t,0,11,15,152,9/15/2022,104,4,0,9/23/2014,7/31/2022,4.9,4.96,4.96,4.99,4.97,4.89,4.83,,f,2,2,0,0,1.07
4067086,9/15/2022,city scrape,9596278,10/23/2013,"Nashville, TN",f,4,4,t,t,"Nashville, Tennessee, United States",District 17,,36.14392,-86.76227,Entire home,Entire home/apt,6,,1 bath,3,3,$125.00 ,1,1125,1,3,1125,1125,1.3,1125,,t,2,14,34,259,9/15/2022,744,91,8,9/14/2014,9/8/2022,4.68,4.81,4.68,4.96,4.94,4.25,4.7,,f,4,4,0,0,7.63
4100639,9/15/2022,city scrape,17145199,6/23/2014,"Nashville, TN",t,16,19,t,t,"Nashville, Tennessee, United States",District 19,,36.17105,-86.78033,Entire condo,Entire home/apt,4,,1 bath,1,1,$207.00 ,1,1125,1,3,1125,1125,1.6,1125,,t,3,16,43,222,9/15/2022,431,99,8,1/20/2015,9/12/2022,4.72,4.75,4.75,4.95,4.89,4.72,4.7,,t,6,6,0,0,4.62
4169295,9/15/2022,city scrape,2275056,5/2/2012,"Nashville, TN",f,8,9,t,t,"Nashville, Tennessee, United States",District 18,,36.12465,-86.79689,Entire home,Entire home/apt,12,,4.5 baths,5,6,"$1,299.00 ",2,1125,2,3,1125,1125,2.3,1125,,t,11,28,54,325,9/15/2022,87,8,1,1/14/2015,9/5/2022,4.9,4.92,4.88,4.98,4.93,4.98,4.77,,t,6,6,0,0,0.93
4170603,9/15/2022,city scrape,16831211,6/15/2014,"Nashville, TN",t,1,5,t,t,"Nashville, Tennessee, United States",District 17,,36.12609,-86.77792,Entire condo,Entire home/apt,4,,1 bath,,,$95.00 ,3,1125,3,3,1125,1125,3,1125,,t,3,5,15,270,9/15/2022,351,51,2,9/29/2014,9/9/2022,4.79,4.82,4.72,4.94,4.94,4.79,4.78,,t,1,1,0,0,3.62
