id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6.85E+17,9/15/2022,city scrape,353109186,7/2/2020,,t,10,10,t,f,,District 17,,36.13071,-86.77986,Entire home,Entire home/apt,12,,3.5 baths,5,14,$560.00 ,2,365,2,2,365,365,2,365,,t,15,40,68,339,9/15/2022,2,2,2,9/5/2022,9/12/2022,5,5,5,5,5,5,5,,t,8,8,0,0,2
6.85E+17,9/15/2022,city scrape,335977682,2/13/2020,"Nashville, TN",t,82,89,t,t,,District 2,,36.19605,-86.78273,Entire home,Entire home/apt,13,,3 baths,3,9,$258.00 ,2,90,2,3,90,90,2.5,90,,t,0,14,44,316,9/15/2022,0,0,0,,,,,,,,,,,t,67,67,0,0,
6.85E+17,9/15/2022,city scrape,473032174,8/3/2022,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.15567,-86.78733,Entire rental unit,Entire home/apt,4,,1 bath,1,3,$190.00 ,28,1125,28,28,1125,1125,28,1125,,t,0,0,0,268,9/15/2022,0,0,0,,,,,,,,,,,f,2,2,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2192,-86.70449,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21825,-86.70498,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21775,-86.70346,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2185,-86.70522,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2185,-86.70447,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21845,-86.70506,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21774,-86.70387,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21929,-86.7051,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21786,-86.70294,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2199,-86.70377,Entire condo,Entire home/apt,4,,1 bath,1,2,$153.00 ,1,14,2,2,14,14,2,14,,t,14,38,38,38,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21963,-86.70351,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21764,-86.70495,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2183,-86.70497,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21849,-86.7046,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21921,-86.70309,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21972,-86.70308,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21906,-86.70305,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21956,-86.70509,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21967,-86.70475,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21943,-86.7047,Entire condo,Entire home/apt,6,,2 baths,2,4,$187.00 ,1,14,2,2,14,14,2,14,,t,14,25,25,25,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.22241,-86.70556,Entire condo,Entire home/apt,8,,3 baths,3,6,$294.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.2232,-86.70612,Entire condo,Entire home/apt,8,,3 baths,3,6,$294.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.22262,-86.70494,Entire condo,Entire home/apt,8,,3 baths,3,6,$294.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/15/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.22327,-86.70589,Entire condo,Entire home/apt,8,,3 baths,3,6,$294.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/15/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21817,-86.70319,Entire condo,Entire home/apt,10,,4 baths,4,5,$522.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,442029804,1/25/2022,"Grand Rapids, MI",f,1611,2531,t,f,"Nashville, Tennessee, United States",District 15,,36.21756,-86.70452,Entire condo,Entire home/apt,10,,4 baths,4,5,$522.00 ,1,14,2,2,14,14,2,14,,t,0,0,0,0,9/16/2022,0,0,0,,,,,,,,,,,f,36,36,0,0,
6.85E+17,9/16/2022,city scrape,468016238,7/6/2022,,f,14,25,t,f,,District 21,,36.14952,-86.80565,Entire rental unit,Entire home/apt,4,,2 baths,2,2,$221.00 ,1,365,1,3,1125,1125,1.5,1125,,t,18,46,76,100,9/16/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.85E+17,9/15/2022,city scrape,260899725,5/9/2019,"Nashville, TN",t,52,70,t,t,,District 21,,36.1581361,-86.8151686,Entire condo,Entire home/apt,4,,1 bath,1,2,$99.00 ,3,365,3,3,365,365,3,365,,t,15,37,67,342,9/15/2022,2,2,1,8/13/2022,9/4/2022,4.5,5,4.5,5,5,4.5,4,,f,51,51,0,0,1.76
6.85E+17,9/15/2022,city scrape,2929457,7/13/2012,"Nashville, TN",f,3,6,t,t,"Nashville, Tennessee, United States",District 21,,36.16635,-86.81323,Private room in home,Private room,1,,1 shared bath,1,1,$36.00 ,30,365,30,30,365,365,30,365,,t,21,48,78,165,9/15/2022,0,0,0,,,,,,,,,,,f,3,1,2,0,
6.85E+17,9/15/2022,city scrape,411707957,7/8/2021,,f,2,2,t,t,"Nashville, Tennessee, United States",District 10,,36.28206,-86.71821,Entire townhouse,Entire home/apt,6,,2 baths,2,3,$136.00 ,2,365,1,3,1125,1125,2.7,1125,,t,0,11,41,310,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.85E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,,District 20,,36.16021,-86.85655,Entire home,Entire home/apt,10,,3.5 baths,3,6,$247.00 ,1,365,1,7,365,365,4.5,365,,t,10,39,69,178,9/15/2022,1,1,1,8/21/2022,8/21/2022,5,5,5,5,5,5,5,,t,124,124,0,0,1
6.86E+17,9/15/2022,city scrape,10001339,11/13/2013,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 20,,36.15642,-86.84513,Entire home,Entire home/apt,10,,2.5 baths,3,6,$376.00 ,1,365,1,3,365,365,1.6,365,,t,0,1,3,3,9/15/2022,2,2,1,8/13/2022,9/4/2022,5,5,5,5,5,5,4.5,,f,1,1,0,0,1.76
6.86E+17,9/15/2022,city scrape,79891552,6/25/2016,,f,3,3,t,f,,District 21,,36.1571714,-86.81898007,Entire home,Entire home/apt,4,,1 bath,2,2,$163.00 ,30,180,30,30,180,180,30,180,,t,14,44,74,349,9/15/2022,2,2,2,8/21/2022,8/29/2022,5,5,5,5,5,4.5,5,,f,3,3,0,0,2
6.86E+17,9/15/2022,city scrape,65507830,4/2/2016,,f,1,1,t,f,"Nashville, Tennessee, United States",District 18,,36.12138,-86.79069,Entire townhouse,Entire home/apt,6,,1.5 baths,2,2,$486.00 ,2,30,2,2,30,30,2,30,,t,1,3,3,229,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.86E+17,9/16/2022,city scrape,473032174,8/3/2022,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.15541,-86.77645,Entire rental unit,Entire home/apt,6,,1 bath,1,3,$191.00 ,1,365,1,1,1125,1125,1,1125,,t,11,30,60,314,9/16/2022,1,1,1,9/12/2022,9/12/2022,5,5,5,5,5,5,4,,t,2,2,0,0,1
6.86E+17,9/15/2022,city scrape,79733183,6/24/2016,"North Myrtle Beach, SC",f,28,30,t,t,,District 15,,36.21944,-86.70335,Entire condo,Entire home/apt,4,,1 bath,1,2,$164.00 ,2,365,2,2,365,365,2,365,,t,16,43,73,73,9/15/2022,0,0,0,,,,,,,,,,,f,2,2,0,0,
6.86E+17,9/15/2022,city scrape,167385976,1/12/2018,"Bowling Green, KY",f,1,1,t,t,"Nashville, Tennessee, United States",District 5,,36.17348847,-86.76429335,Entire condo,Entire home/apt,4,,1.5 baths,1,1,$141.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.86E+17,9/15/2022,city scrape,127444298,4/24/2017,"Franklin, TN",t,24,39,t,t,"Nashville, Tennessee, United States",District 20,,36.16415,-86.86118,Entire home,Entire home/apt,8,,2.5 baths,4,4,$316.00 ,1,365,1,2,365,365,1.3,365,,t,20,20,20,20,9/15/2022,0,0,0,,,,,,,,,,,t,7,7,0,0,
6.86E+17,9/15/2022,city scrape,26863205,1/28/2015,"Nashville, TN",t,20,20,t,t,"Nashville, Tennessee, United States",District 8,,36.21446,-86.73122,Entire rental unit,Entire home/apt,2,,1 bath,,1,$60.00 ,30,365,30,30,365,365,30,365,,t,0,10,40,315,9/15/2022,0,0,0,,,,,,,,,,,f,20,6,14,0,
6.86E+17,9/15/2022,city scrape,189357135,5/13/2018,"Franklin, TN",t,12,17,t,t,"Nashville, Tennessee, United States",District 11,,36.25094,-86.63992,Entire townhouse,Entire home/apt,8,,3 baths,3,5,$293.00 ,3,1125,3,3,1125,1125,3,1125,,t,25,51,81,171,9/15/2022,3,3,3,8/22/2022,9/13/2022,5,5,5,5,5,5,5,,f,2,2,0,0,3
6.86E+17,9/15/2022,city scrape,351901804,6/25/2020,"Nolensville, TN",f,15,15,t,t,"Nashville, Tennessee, United States",District 25,,36.09691,-86.82104,Entire home,Entire home/apt,12,,3 baths,5,8,$653.00 ,2,30,2,2,30,30,2,30,,t,15,39,58,319,9/15/2022,3,3,2,8/14/2022,9/11/2022,5,5,5,5,5,5,5,,t,6,6,0,0,2.73
6.86E+17,9/15/2022,city scrape,55306237,1/19/2016,"Saint Petersburg, FL",f,2,2,t,t,"Nashville, Tennessee, United States",District 2,,36.18738,-86.8159,Entire townhouse,Entire home/apt,10,,3.5 baths,3,11,$172.00 ,2,30,1,4,1125,1125,2.7,1125,,t,22,52,82,354,9/15/2022,3,3,3,8/27/2022,9/12/2022,5,5,5,4.67,5,3.67,5,,t,2,2,0,0,3
6.86E+17,9/15/2022,city scrape,36442029,6/22/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.18426,-86.71016,Private room in home,Private room,2,,2.5 shared baths,3,1,$103.00 ,1,365,1,1,1125,1125,1,1125,,t,23,26,50,140,9/15/2022,9,9,6,8/7/2022,9/11/2022,4.78,4.78,5,4.78,4.67,4.67,4.67,,t,1,0,1,0,6.75
6.86E+17,9/15/2022,city scrape,205078166,7/25/2018,"Hollywood, FL",f,5,7,t,t,,District 17,,36.13844,-86.77666,Entire home,Entire home/apt,14,,2.5 baths,3,7,$279.00 ,2,28,2,3,28,28,2.4,28,,t,19,44,74,335,9/15/2022,2,2,2,9/4/2022,9/11/2022,5,5,4.5,5,5,5,5,,f,2,2,0,0,2
6.86E+17,9/16/2022,city scrape,104644301,11/21/2016,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.15369405,-86.77507315,Entire condo,Entire home/apt,6,,2 baths,2,4,$303.00 ,1,365,1,4,365,365,3.3,365,,t,19,49,79,353,9/16/2022,1,1,1,9/11/2022,9/11/2022,5,5,5,5,5,5,5,,f,2,2,0,0,1
6.87E+17,9/15/2022,city scrape,264572278,5/27/2019,"San Diego, CA",t,18,22,t,t,,District 17,,36.11577,-86.76595,Entire home,Entire home/apt,8,,2 baths,5,6,$180.00 ,2,28,1,3,1125,1125,2.3,1125,,t,30,60,90,365,9/15/2022,3,3,3,8/16/2022,9/5/2022,5,5,4.67,5,5,4.67,5,,t,18,18,0,0,3
6.87E+17,9/16/2022,city scrape,24956094,12/18/2014,"Nashville, TN",t,3,3,t,t,,District 19,,36.15497855,-86.77065395,Entire loft,Entire home/apt,6,,1 bath,2,2,$242.00 ,1,30,1,3,1125,1125,2.3,1125,,t,9,24,48,113,9/16/2022,7,7,5,8/14/2022,9/5/2022,5,5,5,5,5,5,5,,t,3,3,0,0,6.18
6.87E+17,9/15/2022,city scrape,26863205,1/28/2015,"Nashville, TN",t,20,20,t,t,"Nashville, Tennessee, United States",District 8,,36.2152547,-86.7304192,Private room,Private room,1,,2 baths,1,1,$42.00 ,30,365,30,30,365,365,30,365,,t,3,33,63,338,9/15/2022,0,0,0,,,,,,,,,,,t,20,6,14,0,
6.87E+17,9/15/2022,city scrape,26863205,1/28/2015,"Nashville, TN",t,20,20,t,t,"Nashville, Tennessee, United States",District 8,,36.2157,-86.7307,Private room,Private room,1,,2 baths,1,1,$46.00 ,30,365,30,30,365,365,30,365,,t,0,20,50,325,9/15/2022,0,0,0,,,,,,,,,,,t,20,6,14,0,
6.87E+17,9/15/2022,city scrape,17168470,6/23/2014,"San Diego, CA",f,1,2,t,f,,District 17,,36.13572,-86.76306,Entire home,Entire home/apt,10,,2 baths,3,5,$250.00 ,29,365,29,29,365,365,29,365,,t,15,45,75,350,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.87E+17,9/15/2022,city scrape,26863205,1/28/2015,"Nashville, TN",t,20,20,t,t,"Nashville, Tennessee, United States",District 8,,36.21603,-86.73109,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$65.00 ,30,365,30,30,365,365,30,365,,t,1,13,43,318,9/15/2022,0,0,0,,,,,,,,,,,t,20,6,14,0,
6.87E+17,9/15/2022,city scrape,466723681,6/29/2022,,f,2,2,t,t,,District 6,,36.1887,-86.73804,Entire home,Entire home/apt,4,,1 bath,2,2,$88.00 ,28,365,28,28,365,365,28,365,,t,30,60,90,365,9/15/2022,0,0,0,,,,,,,,,,,t,2,2,0,0,
6.87E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14513,-86.81428,Entire home,Entire home/apt,5,,1 bath,1,1,$151.00 ,1,365,1,7,365,365,3.8,365,,t,20,47,77,185,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.87E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14529,-86.81593,Entire home,Entire home/apt,5,,1 bath,1,1,$162.00 ,1,365,1,7,365,365,3.8,365,,t,22,52,78,186,9/15/2022,0,0,0,,,,,,,,,,,t,124,124,0,0,
6.87E+17,9/15/2022,city scrape,18330359,7/18/2014,"Nashville, TN",t,5,5,t,t,"Nashville, Tennessee, United States",District 21,,36.1628162,-86.8096182,Entire home,Entire home/apt,10,,2.5 baths,3,5,$220.00 ,1,365,2,3,365,365,2.4,365,,t,20,25,49,324,9/15/2022,5,5,3,8/10/2022,9/5/2022,5,5,5,5,5,4.8,4.8,,t,5,5,0,0,4.05
6.87E+17,9/15/2022,city scrape,20772148,8/31/2014,"Scottsdale, AZ",f,243,329,t,t,"Nashville, Tennessee, United States",District 21,,36.14739,-86.81469,Entire home,Entire home/apt,5,,1 bath,1,1,$176.00 ,1,365,1,7,365,365,3.8,365,,t,24,54,84,192,9/15/2022,4,4,3,8/14/2022,9/4/2022,4.75,4.75,4.75,5,5,5,4.75,,t,124,124,0,0,3.64
6.87E+17,9/15/2022,city scrape,79733183,6/24/2016,"North Myrtle Beach, SC",f,28,30,t,t,,District 15,,36.21963,-86.70502,Entire condo,Entire home/apt,4,,1 bath,1,2,$164.00 ,2,365,2,2,365,365,2,365,,t,17,42,72,72,9/15/2022,1,1,1,9/3/2022,9/3/2022,4,5,5,4,5,5,4,,f,2,2,0,0,1
6.87E+17,9/15/2022,city scrape,126174,5/16/2010,"Nashville, TN",f,35,42,t,t,"Nashville, Tennessee, United States",District 5,,36.1746,-86.76474,Entire condo,Entire home/apt,4,,1 bath,1,1,$116.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,9/15/2022,0,0,0,,,,,,,,,,,f,33,33,0,0,
6.87E+17,9/15/2022,city scrape,410485783,7/2/2021,,f,1,1,t,t,"Nashville, Tennessee, United States",District 3,,36.23618,-86.77621,Private room in home,Private room,4,,1 shared bath,2,2,$91.00 ,1,1125,1,1,1125,1125,1,1125,,t,3,4,4,4,9/15/2022,5,5,4,8/15/2022,9/12/2022,5,5,5,5,4.8,5,5,,t,1,0,1,0,4.69
6.87E+17,9/15/2022,city scrape,134126657,6/8/2017,"Sevierville, TN",f,330,466,t,t,,District 19,,36.17561,-86.78274,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$217.00 ,2,365,2,5,2,365,2.2,28.1,,t,20,45,75,350,9/15/2022,0,0,0,,,,,,,,,,,t,114,114,0,0,
6.88E+17,9/15/2022,city scrape,42627895,8/26/2015,"Nashville, TN",f,3,4,t,t,,District 6,,36.18784,-86.72666,Private room in home,Private room,2,,1 shared bath,1,1,$95.00 ,1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,9/15/2022,10,10,6,8/9/2022,9/11/2022,4.8,4.8,4.9,5,5,5,4.9,,f,3,0,3,0,7.89
6.88E+17,9/15/2022,city scrape,9730317,10/31/2013,"Nashville, TN",t,32,32,t,t,"Nashville, Tennessee, United States",District 11,,36.25079,-86.63992,Entire vacation home,Entire home/apt,10,,3 baths,4,4,$356.00 ,1,365,1,1,365,365,1,365,,t,26,50,76,351,9/15/2022,1,1,1,8/21/2022,8/21/2022,5,5,5,5,5,5,5,,t,15,15,0,0,1
6.88E+17,9/15/2022,city scrape,293488,11/20/2010,"Nashville, TN",t,3,4,t,t,"Nashville, Tennessee, United States",District 9,,36.25957,-86.7078,Entire home,Entire home/apt,4,,1 bath,2,3,$100.00 ,30,60,30,30,60,60,30,60,,t,0,29,59,149,9/15/2022,0,0,0,,,,,,,,,,,f,3,3,0,0,
6.88E+17,9/15/2022,city scrape,42627895,8/26/2015,"Nashville, TN",f,3,4,t,t,,District 6,,36.18772,-86.72628,Private room in home,Private room,2,,1 shared bath,1,1,$95.00 ,1,1125,1,1,1125,1125,1,1125,,t,3,3,3,3,9/15/2022,12,12,9,8/9/2022,9/2/2022,4.92,5,5,5,5,4.83,4.75,,f,3,0,3,0,9.47
6.88E+17,9/15/2022,city scrape,42627895,8/26/2015,"Nashville, TN",f,3,4,t,t,,District 7,,36.18976,-86.72565,Private room in home,Private room,2,,1 private bath,1,1,$95.00 ,1,1125,1,1,1125,1125,1,1125,,t,3,3,3,3,9/15/2022,2,2,1,8/11/2022,9/10/2022,5,5,5,5,5,5,5,,f,3,0,3,0,1.67
6.88E+17,9/15/2022,city scrape,233494174,12/31/2018,"Evanston, IL",f,1,1,t,t,"Nashville, Tennessee, United States",District 7,,36.2030498,-86.7154249,Entire home,Entire home/apt,5,,2 baths,3,3,$84.00 ,29,280,29,29,280,280,29,280,,t,0,22,35,63,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
6.88E+17,9/15/2022,city scrape,79891552,6/25/2016,,f,3,3,t,f,,District 5,,36.19307673,-86.76613242,Entire home,Entire home/apt,4,,1 bath,2,2,$90.00 ,30,180,30,30,180,180,30,180,,t,15,45,75,350,9/15/2022,1,1,1,9/11/2022,9/11/2022,5,5,4,5,5,4,4,,f,3,3,0,0,1
6.88E+17,9/15/2022,city scrape,144143164,8/3/2017,"Encinitas, CA",t,4,4,t,t,"Nashville, Tennessee, United States",District 20,,36.15953,-86.84268,Entire home,Entire home/apt,8,,2.5 baths,4,4,$238.00 ,30,120,30,30,1125,1125,30,1125,,t,30,60,90,330,9/15/2022,4,4,3,8/14/2022,9/6/2022,5,5,4.5,5,5,5,5,,f,1,1,0,0,3.64
6.88E+17,9/16/2022,previous scrape,414963797,7/24/2021,,f,2,2,t,f,,District 19,,36.15642,-86.77669,Private room in resort,Private room,4,,1 private bath,,2,$498.00 ,3,3,3,3,3,3,3,3,,t,0,0,0,0,9/16/2022,1,1,1,9/5/2022,9/5/2022,5,5,5,5,5,5,4,,t,2,0,2,0,1
6.88E+17,9/15/2022,city scrape,181854417,4/1/2018,"Nashville, TN",f,1,2,t,t,,District 17,,36.12952,-86.78578,Entire home,Entire home/apt,10,,2 baths,4,5,$336.00 ,2,365,2,2,365,365,2,365,,t,15,41,71,346,9/15/2022,0,0,0,,,,,,,,,,,t,1,1,0,0,
6.88E+17,9/15/2022,city scrape,446059093,2/20/2022,,f,1,1,f,f,"Nashville, Tennessee, United States",District 5,,36.20471,-86.75812,Private room in home,Private room,2,,2 baths,1,1,$69.00 ,2,36,1,2,1125,1125,2,1125,,t,18,38,66,66,9/15/2022,0,0,0,,,,,,,,,,,f,1,0,1,0,
6.88E+17,9/15/2022,city scrape,42672395,8/27/2015,"Nolensville, TN",f,2,4,t,t,"Nashville, Tennessee, United States",District 30,,36.07563188,-86.71311244,Entire home,Entire home/apt,8,,2 baths,3,5,$135.00 ,28,90,28,28,90,90,28,90,,t,0,23,53,143,9/15/2022,0,0,0,,,,,,,,,,,f,1,1,0,0,
